Company,TypeName,Inches,Ram,OpSys,Weight,Price_euros,SSD,HDD,Flash_Storage,Hybrid,Cpu_speed_GHz,Cpu_brand,Gpu_brand,Touchscreen,IPS,PPI
HP,Notebook,15.6,8,Windows 10,1.84,1219.0,256.0,0.0,0.0,0.0,2.7,Intel i7,Intel,0,0,141.21
HP,Notebook,15.6,4,Windows 10,2.1,668.48,0.0,500.0,0.0,0.0,2.4,Intel i3,Intel,0,0,100.45
Acer,Notebook,14.0,4,Windows 10,1.6,329.0,0.0,0.0,32.0,0.0,1.1,Intel Other,Intel,0,0,157.35
MSI,Gaming,17.3,16,Windows 10,4.14,2199.0,128.0,1000.0,0.0,0.0,2.7,Intel i7,Nvidia,0,0,127.34
Dell,Notebook,15.6,4,Linux,2.18,465.0,0.0,1000.0,0.0,0.0,2.0,Intel i3,AMD,0,0,100.45
MSI,Gaming,15.6,16,Windows 10,1.8,2299.0,256.0,2000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,282.42
Toshiba,Notebook,15.6,8,Windows 10,2.2,1399.0,256.0,0.0,0.0,0.0,2.5,Intel i7,Intel,0,1,141.21
Lenovo,Notebook,15.6,6,Windows 10,2.4,564.0,0.0,1000.0,0.0,0.0,2.5,Intel i5,Intel,0,0,141.21
Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.0,1299.0,256.0,0.0,0.0,0.0,2.8,Intel i7,Intel,1,1,141.21
Acer,Notebook,14.0,4,Windows 10,1.6,349.0,0.0,0.0,128.0,0.0,1.6,Intel Other,Intel,0,0,111.94
Lenovo,Notebook,15.6,32,Windows 10,2.5,4899.0,1000.0,0.0,0.0,0.0,3.1,Intel Other,Nvidia,0,1,282.42
Dell,Gaming,15.6,16,Windows 10,2.59,879.01,0.0,1000.0,0.0,0.0,2.6,Intel i7,Nvidia,0,0,141.21
Dell,Notebook,15.6,4,Linux,2.18,443.9,0.0,1000.0,0.0,0.0,2.0,Intel i3,Intel,0,0,100.45
Dell,Notebook,15.6,4,Linux,2.25,359.0,0.0,1000.0,0.0,0.0,2.0,Intel i3,Intel,0,0,100.45
Dell,Notebook,15.6,4,Linux,1.93,869.0,0.0,500.0,0.0,0.0,2.6,Intel i5,Intel,0,0,100.45
Asus,Gaming,17.3,8,Windows 10,3.0,1168.0,128.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,127.34
Dell,Notebook,15.6,4,Linux,2.18,569.0,128.0,0.0,0.0,0.0,2.5,Intel i5,AMD,0,0,141.21
HP,Ultrabook,15.6,8,Windows 10,1.84,1389.0,512.0,0.0,0.0,0.0,2.7,Intel i7,Intel,0,0,141.21
MSI,Gaming,15.6,16,Windows 10,2.94,2267.86,256.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,141.21
Acer,2 in 1 Convertible,11.6,4,Chrome OS,1.25,379.0,0.0,0.0,32.0,0.0,1.6,Intel Other,Intel,1,1,135.09
HP,Notebook,14.0,8,Windows 10,2.31,1124.0,256.0,0.0,0.0,0.0,2.6,Intel i5,Intel,0,0,111.94
Lenovo,Notebook,14.0,8,Windows 7,1.65,1465.0,256.0,0.0,0.0,0.0,2.3,Intel i5,Intel,0,0,157.35
Dell,Notebook,15.6,4,Windows 10,2.2,776.0,0.0,1000.0,0.0,0.0,1.6,Intel i5,AMD,0,0,141.21
Fujitsu,Notebook,15.6,8,Windows 10,2.2,799.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,100.45
HP,Notebook,15.6,4,Windows 7,1.88,932.0,0.0,500.0,0.0,0.0,2.3,Intel i5,Intel,0,0,100.45
Lenovo,Notebook,15.6,8,Windows 10,2.2,899.0,0.0,1000.0,0.0,0.0,2.7,Intel i7,Nvidia,0,0,141.21
Mediacom,Notebook,14.0,2,Windows 10,1.4,239.0,0.0,0.0,32.0,0.0,1.44,Intel Other,Intel,0,0,157.35
Lenovo,Notebook,15.6,4,No OS,2.2,468.0,128.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,141.21
Asus,2 in 1 Convertible,13.3,6,Windows 10,1.5,639.01,0.0,1000.0,0.0,0.0,2.5,Intel i5,Intel,1,0,165.63
Dell,Notebook,15.6,8,Windows 10,2.0,1820.0,256.0,0.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,141.21
Asus,Ultrabook,14.0,16,Windows 10,1.1,1900.0,512.0,0.0,0.0,0.0,2.7,Intel i7,Intel,0,0,157.35
Dell,Gaming,15.6,16,Windows 10,2.62,1479.0,256.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,141.21
Lenovo,Notebook,15.6,4,Windows 10,1.8,829.0,256.0,0.0,0.0,0.0,1.6,Intel i5,Intel,0,0,141.21
Lenovo,Notebook,15.6,4,Windows 10,2.2,579.0,0.0,1000.0,0.0,0.0,2.0,Intel i3,Nvidia,0,0,141.21
Asus,Notebook,15.6,8,Windows 10,2.0,399.0,0.0,1000.0,0.0,0.0,1.1,Intel Other,Intel,0,0,100.45
Asus,Notebook,15.6,8,Windows 10,1.99,906.62,0.0,1000.0,0.0,0.0,2.5,Intel i5,Nvidia,0,0,141.21
Dell,Ultrabook,13.3,8,Windows 10,1.23,1869.0,256.0,0.0,0.0,0.0,1.6,Intel i5,Intel,1,0,276.05
Lenovo,Notebook,14.0,2,Windows 10,1.42,249.0,0.0,0.0,32.0,0.0,1.6,Intel Other,Intel,0,0,111.94
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,1757.42,256.0,0.0,0.0,0.0,2.7,Intel i7,Intel,1,1,165.63
Dell,Notebook,15.6,16,Windows 10,2.06,2399.0,1000.0,0.0,0.0,0.0,2.8,Intel i7,Nvidia,1,0,282.42
Lenovo,Gaming,15.6,8,Windows 10,2.5,1109.0,128.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,141.21
HP,Notebook,17.0,8,Windows 10,2.6,520.9,0.0,1000.0,0.0,0.0,3.0,AMD,AMD,0,0,107.99
Lenovo,Ultrabook,14.0,16,Windows 10,1.14,2450.0,512.0,0.0,0.0,0.0,2.7,Intel i7,Intel,0,1,157.35
Asus,Gaming,15.6,8,No OS,2.5,1169.0,0.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,141.21
Acer,Notebook,15.6,4,Windows 10,2.4,450.0,0.0,500.0,0.0,0.0,2.0,Intel i3,Intel,0,0,100.45
Lenovo,Notebook,14.0,4,Windows 10,1.43,274.0,0.0,0.0,32.0,0.0,1.6,Intel Other,Intel,0,0,111.94
Acer,Ultrabook,14.0,8,Windows 10,1.8,919.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,1,157.35
Razer,Gaming,14.0,16,Windows 10,1.95,2599.0,256.0,0.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,157.35
Toshiba,Notebook,13.3,8,Windows 10,1.2,1213.0,256.0,0.0,0.0,0.0,2.3,Intel i5,Intel,0,0,165.63
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,1584.0,256.0,0.0,0.0,0.0,2.7,Intel i7,Intel,0,1,176.23
Asus,Gaming,17.3,32,Windows 10,3.8,2799.0,512.0,0.0,0.0,0.0,2.7,Intel i7,Nvidia,0,1,127.34
Acer,Gaming,15.6,8,Linux,2.4,709.0,0.0,1000.0,0.0,0.0,2.5,Intel i5,Nvidia,0,0,141.21
Dell,Ultrabook,13.3,8,Windows 10,1.2,1449.9,256.0,0.0,0.0,0.0,1.6,Intel i5,Intel,0,0,165.63
MSI,Gaming,15.6,8,Windows 10,2.2,1191.8,128.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,141.21
HP,Notebook,15.6,4,No OS,1.86,364.9,0.0,500.0,0.0,0.0,2.0,Intel i3,Intel,0,0,100.45
Toshiba,Notebook,15.6,8,Windows 10,2.0,1064.0,0.0,500.0,0.0,0.0,2.5,Intel i5,Intel,0,1,141.21
Dell,Notebook,15.6,8,Windows 10,2.2,919.0,256.0,0.0,0.0,0.0,1.8,Intel i7,AMD,0,0,141.21
Dell,Notebook,15.6,16,Windows 10,2.2,1135.0,256.0,2000.0,0.0,0.0,1.8,Intel i7,AMD,0,0,141.21
Lenovo,Gaming,15.6,8,Windows 10,3.31,1196.0,128.0,1000.0,0.0,0.0,2.6,Intel i7,Nvidia,0,1,141.21
Dell,Gaming,17.3,32,Windows 10,4.42,3147.37,512.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,254.67
Dell,Notebook,14.0,8,Windows 10,1.56,1229.0,256.0,0.0,0.0,0.0,2.4,Intel i5,Intel,0,0,157.35
Lenovo,Notebook,15.6,4,Windows 10,2.2,419.0,0.0,500.0,0.0,0.0,1.1,Intel Other,Intel,0,0,100.45
Lenovo,Notebook,15.6,4,Windows 10,2.2,535.0,0.0,500.0,0.0,0.0,2.3,Intel i5,Intel,0,0,141.21
HP,Notebook,15.6,6,Windows 10,2.04,539.0,0.0,1000.0,0.0,0.0,2.0,Intel i3,AMD,0,0,141.21
MSI,Gaming,17.3,8,Windows 10,2.7,1486.77,128.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,127.34
Toshiba,Notebook,15.6,4,Windows 10,2.1,498.0,128.0,0.0,0.0,0.0,2.1,Intel i3,Intel,0,0,100.45
Dell,Notebook,15.6,8,Windows 10,2.06,955.0,0.0,1000.0,0.0,0.0,2.5,Intel i5,Intel,0,0,141.21
HP,Notebook,15.6,8,Windows 10,2.1,745.0,0.0,1000.0,0.0,0.0,2.7,Intel i7,AMD,0,0,141.21
Toshiba,Notebook,15.6,8,Windows 10,2.0,1258.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,1,141.21
Acer,Notebook,15.6,4,Linux,2.1,412.0,128.0,0.0,0.0,0.0,2.0,Intel i3,Intel,0,0,100.45
Microsoft,Ultrabook,13.5,8,Windows 10 S,1.252,1867.85,256.0,0.0,0.0,0.0,2.8,Intel i7,Intel,1,0,200.84
Lenovo,Notebook,15.6,8,Windows 10,1.9,817.95,128.0,1000.0,0.0,0.0,2.5,Intel i5,AMD,0,0,141.21
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.3,1034.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,1,1,165.63
Lenovo,Notebook,15.6,4,Windows 10,2.2,349.0,128.0,0.0,0.0,0.0,2.2,AMD,AMD,0,0,100.45
HP,2 in 1 Convertible,14.0,4,Windows 10,1.63,699.0,128.0,0.0,0.0,0.0,2.4,Intel i3,Nvidia,1,1,157.35
MSI,Gaming,15.6,16,Windows 10,2.4,1294.0,256.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,141.21
Asus,Ultrabook,14.0,8,Windows 10,1.1,1135.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,157.35
HP,2 in 1 Convertible,11.6,8,Chrome OS,1.4,495.0,0.0,0.0,64.0,0.0,1.1,Intel Other,Intel,1,0,135.09
LG,Ultrabook,15.6,8,Windows 10,1.09,2299.0,512.0,0.0,0.0,0.0,1.8,Intel i7,Intel,0,1,141.21
Acer,Gaming,15.6,16,Windows 10,2.5,1299.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Nvidia,0,0,141.21
MSI,Gaming,15.6,8,Windows 10,2.2,997.9,256.0,0.0,0.0,0.0,2.5,Intel i5,Nvidia,0,0,141.21
Asus,Notebook,15.6,4,Windows 10,1.86,419.0,128.0,0.0,0.0,0.0,1.1,Intel Other,Intel,0,0,100.45
Dell,Gaming,15.6,16,Windows 10,3.21,2051.0,128.0,1000.0,0.0,0.0,2.5,Intel i5,Nvidia,0,0,141.21
HP,Notebook,17.3,4,Windows 10,2.5,699.0,256.0,0.0,0.0,0.0,2.0,Intel i3,AMD,0,1,127.34
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.19,1499.0,512.0,0.0,0.0,0.0,1.8,Intel i7,Intel,1,1,165.63
Dell,Gaming,15.6,16,Windows 10,3.49,2813.75,256.0,1000.0,0.0,0.0,2.9,Intel i7,Nvidia,0,0,141.21
HP,Notebook,15.6,4,Windows 10,1.86,612.61,0.0,500.0,0.0,0.0,2.5,Intel i5,AMD,0,0,100.45
Dell,Notebook,15.6,4,Windows 10,2.2,545.67,0.0,1000.0,0.0,0.0,2.0,Intel i3,AMD,0,0,100.45
HP,Notebook,17.3,6,Windows 10,2.65,569.0,0.0,2000.0,0.0,0.0,2.4,AMD,AMD,0,1,127.34
Lenovo,Notebook,15.6,4,Windows 10,2.1,318.0,0.0,500.0,0.0,0.0,1.6,Intel Other,Intel,0,0,100.45
Acer,Notebook,14.0,4,Chrome OS,1.45,375.0,0.0,0.0,32.0,0.0,1.6,Intel Other,Intel,0,0,111.94
Lenovo,Notebook,14.0,4,Windows 10,1.7,699.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,157.35
HP,Workstation,17.3,8,Windows 10,3.14,1907.99,0.0,500.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,127.34
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.42,2590.0,256.0,0.0,0.0,0.0,2.7,Intel i7,Intel,1,0,209.8
Toshiba,Notebook,13.3,8,Windows 10,1.5,973.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,1,165.63
Acer,Netbook,11.6,4,Windows 10,1.4,269.0,0.0,0.0,32.0,0.0,1.6,Intel Other,Intel,0,0,135.09
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.38,1749.0,512.0,0.0,0.0,0.0,2.7,Intel i7,Intel,1,0,157.35
Asus,2 in 1 Convertible,12.5,4,Chrome OS,1.2,669.0,0.0,0.0,64.0,0.0,0.9,Intel Other,Intel,1,0,176.23
Toshiba,Ultrabook,13.3,16,Windows 10,1.36,1877.0,512.0,0.0,0.0,0.0,2.5,Intel i7,Intel,1,0,165.63
HP,Notebook,15.6,4,Windows 10,2.1,689.0,0.0,500.0,0.0,0.0,2.7,Intel i7,AMD,0,1,141.21
Dell,Gaming,15.6,8,Windows 10,2.56,819.0,0.0,1000.0,0.0,0.0,2.5,Intel i5,Nvidia,0,0,141.21
Lenovo,Notebook,15.6,4,Windows 10,2.2,399.0,256.0,0.0,0.0,0.0,2.9,AMD,AMD,0,0,141.21
Lenovo,Notebook,15.6,8,Windows 10,2.2,429.0,0.0,1000.0,0.0,0.0,3.6,AMD,AMD,0,0,100.45
Lenovo,Notebook,15.6,4,Windows 10,2.1,621.45,0.0,2000.0,0.0,0.0,2.5,Intel i5,Intel,0,0,141.21
Lenovo,Notebook,15.6,4,No OS,1.9,450.0,0.0,500.0,0.0,0.0,2.0,Intel i3,Intel,0,0,100.45
Dell,Notebook,15.6,8,Windows 10,2.18,795.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,141.21
Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,999.0,256.0,0.0,0.0,0.0,1.6,Intel i5,Intel,1,1,165.63
Lenovo,Workstation,15.6,16,Windows 7,2.18,1855.0,512.0,0.0,0.0,0.0,2.5,Intel i7,Nvidia,0,0,141.21
Lenovo,Notebook,14.0,8,Windows 10,1.8,1191.0,256.0,0.0,0.0,0.0,2.3,Intel i5,Intel,0,0,157.35
HP,Notebook,17.3,6,Windows 10,2.71,655.01,0.0,2000.0,0.0,0.0,2.5,AMD,AMD,0,1,127.34
Lenovo,Gaming,15.6,8,Windows 10,2.5,1249.0,128.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,141.21
Dell,Notebook,14.0,8,Linux,1.64,1089.0,256.0,0.0,0.0,0.0,2.8,Intel i5,Nvidia,0,0,157.35
Dell,Notebook,15.6,8,Linux,1.98,726.0,0.0,1000.0,0.0,0.0,2.5,Intel i5,Intel,0,0,141.21
Asus,Notebook,14.0,4,Windows 10,1.5,298.0,0.0,0.0,32.0,0.0,1.1,Intel Other,Intel,0,0,157.35
Dell,Notebook,15.6,16,Windows 10,1.93,1426.66,512.0,0.0,0.0,0.0,2.6,Intel i5,Intel,0,0,141.21
Lenovo,Notebook,14.0,8,Windows 10,1.87,857.07,256.0,0.0,0.0,0.0,2.5,Intel i5,Nvidia,0,1,157.35
Dell,Notebook,15.6,8,Windows 10,1.9,1179.0,256.0,0.0,0.0,0.0,2.6,Intel i5,Intel,0,0,141.21
Lenovo,Notebook,15.6,4,Windows 10,2.19,298.0,0.0,500.0,0.0,0.0,2.0,AMD,AMD,0,0,100.45
Mediacom,Notebook,14.0,4,Windows 10,1.4,265.0,0.0,32.0,0.0,0.0,1.92,Intel Other,Intel,0,1,161.73
HP,Notebook,17.3,8,Windows 10,2.63,1200.0,256.0,0.0,0.0,0.0,2.7,Intel i7,Nvidia,0,0,127.34
Lenovo,Ultrabook,14.0,8,Windows 10,1.17,1686.64,512.0,0.0,0.0,0.0,2.5,Intel i7,Intel,0,1,209.8
HP,2 in 1 Convertible,13.3,8,Windows 10,1.58,836.6,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,1,1,117.83
Lenovo,Ultrabook,14.0,8,Windows 10,1.32,1499.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,1,157.35
Dell,Gaming,17.3,32,Windows 10,4.36,3659.4,1000.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,254.67
MSI,Gaming,17.3,8,Windows 10,2.7,1348.48,128.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,127.34
Lenovo,Notebook,15.6,4,No OS,1.9,489.9,0.0,1000.0,0.0,0.0,2.5,Intel i5,Intel,0,0,100.45
Dell,Notebook,15.6,8,Windows 10,2.2,719.0,128.0,1000.0,0.0,0.0,1.6,Intel i5,AMD,0,0,141.21
Dell,2 in 1 Convertible,13.3,4,Windows 10,1.71,649.0,0.0,1000.0,0.0,0.0,2.4,Intel i3,Intel,1,0,165.63
Dell,Notebook,15.6,8,Linux,2.32,589.52,0.0,1000.0,0.0,0.0,2.5,Intel i5,AMD,0,0,100.45
HP,Notebook,15.6,4,Windows 10,2.1,489.0,0.0,1000.0,0.0,0.0,3.0,AMD,AMD,0,0,141.21
Acer,Gaming,17.3,16,Windows 10,4.2,1935.0,128.0,1000.0,0.0,0.0,2.6,Intel i7,Nvidia,0,1,127.34
Dell,Notebook,15.6,12,Windows 10,2.25,649.0,0.0,1000.0,0.0,0.0,2.5,Intel i5,Intel,0,0,100.45
HP,Notebook,15.6,6,Windows 10,2.1,650.0,128.0,1000.0,0.0,0.0,3.0,AMD,AMD,0,0,141.21
Acer,Notebook,15.6,4,Windows 10,2.4,559.0,0.0,500.0,0.0,0.0,2.5,Intel i5,Intel,0,0,100.45
Lenovo,Notebook,13.3,8,Windows 10,1.44,960.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,1,165.63
Lenovo,Notebook,15.6,4,Windows 10,1.85,779.0,0.0,1000.0,0.0,0.0,2.7,Intel i7,Intel,0,0,141.21
HP,Workstation,15.6,16,Windows 10,2.6,2419.0,256.0,0.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,141.21
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.55,659.0,0.0,1000.0,0.0,0.0,1.6,Intel i5,Intel,1,0,165.63
MSI,Gaming,15.6,16,Windows 10,1.8,2094.48,256.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,141.21
Acer,Notebook,15.6,4,Windows 10,2.4,410.8,0.0,500.0,0.0,0.0,2.0,Intel i3,Intel,0,0,100.45
Dell,Notebook,15.6,8,Windows 10,2.0,1207.0,128.0,1000.0,0.0,0.0,2.7,Intel i7,Nvidia,0,0,141.21
Dell,Notebook,15.6,8,Windows 10,2.0,665.0,256.0,0.0,0.0,0.0,2.0,Intel i3,Intel,0,0,100.45
Toshiba,Notebook,14.0,8,Windows 10,1.25,1535.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,1,1,157.35
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.7,999.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,1,0,157.35
Lenovo,Workstation,15.6,16,Windows 10,2.5,3299.0,1000.0,0.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,282.42
Acer,Notebook,14.0,2,Chrome OS,1.68,330.0,0.0,0.0,32.0,0.0,1.6,Intel Other,Intel,0,0,111.94
Samsung,Ultrabook,13.3,16,Windows 10,0.81,1649.0,256.0,0.0,0.0,0.0,2.7,Intel i7,Intel,0,0,165.63
HP,Notebook,15.6,8,Windows 10,1.86,539.0,256.0,0.0,0.0,0.0,2.0,Intel i3,Intel,0,0,141.21
Dell,Notebook,14.0,8,Windows 10,1.6,1126.71,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,111.94
HP,Workstation,17.3,16,Windows 7,3.0,4389.0,256.0,0.0,0.0,0.0,2.9,Intel Other,Nvidia,0,1,127.34
Lenovo,Netbook,11.6,4,Windows 10,1.4,475.0,128.0,0.0,0.0,0.0,1.6,Intel Other,Intel,1,0,135.09
HP,Notebook,15.6,8,Windows 10,1.84,1900.0,256.0,0.0,0.0,0.0,2.4,Intel i5,Intel,0,0,141.21
Asus,Notebook,15.6,4,No OS,2.45,579.0,0.0,1000.0,0.0,0.0,2.3,Intel i5,Nvidia,0,0,100.45
Lenovo,Ultrabook,14.0,4,Windows 10,1.7,1096.0,180.0,0.0,0.0,0.0,2.3,Intel i5,Intel,0,0,157.35
Asus,Notebook,15.6,4,Windows 10,2.37,849.9,256.0,0.0,0.0,0.0,2.7,Intel i7,Intel,0,0,100.45
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.3,1199.0,256.0,0.0,0.0,0.0,1.8,Intel i5,Intel,1,1,276.05
HP,Notebook,15.6,8,Windows 10,2.2,1099.0,128.0,1000.0,0.0,0.0,2.5,Intel i5,Nvidia,0,1,141.21
HP,Workstation,15.6,8,Windows 7,2.59,1561.0,256.0,0.0,0.0,0.0,2.6,Intel i7,Nvidia,0,0,141.21
Dell,Gaming,15.6,16,Windows 10,4.42,2868.99,256.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,282.42
Acer,Notebook,15.6,4,Windows 10,2.1,599.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,100.45
Lenovo,Gaming,15.6,8,Windows 10,2.5,1048.0,128.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,141.21
Dell,Ultrabook,12.5,16,Windows 10,1.18,1859.0,256.0,0.0,0.0,0.0,2.8,Intel i7,Intel,0,0,176.23
Google,Ultrabook,12.3,8,Chrome OS,1.1,1559.0,256.0,0.0,0.0,0.0,1.2,Intel i5,Intel,1,0,234.51
Asus,Ultrabook,13.3,8,Windows 10,1.2,1129.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,1,276.05
Dell,Notebook,13.3,4,Windows 10,1.65,849.0,0.0,500.0,0.0,0.0,2.0,Intel i3,Intel,0,0,117.83
Acer,Notebook,13.3,4,Windows 10,1.6,655.0,128.0,0.0,0.0,0.0,2.3,Intel i5,Intel,0,0,117.83
Asus,Notebook,17.3,4,Windows 10,2.8,470.34,0.0,1000.0,0.0,0.0,1.1,Intel Other,Nvidia,0,0,90.58
Dell,Gaming,15.6,16,Windows 10,2.72,1099.0,128.0,1000.0,0.0,0.0,2.6,Intel i7,Nvidia,1,1,282.42
Samsung,Ultrabook,13.3,8,Windows 10,1.31,1599.0,256.0,0.0,0.0,0.0,2.7,Intel i7,Intel,1,0,165.63
Acer,Notebook,15.6,4,Linux,2.1,298.0,0.0,1000.0,0.0,0.0,1.1,Intel Other,Intel,0,0,100.45
Dell,Notebook,15.6,16,Windows 10,2.3,1181.27,256.0,0.0,0.0,0.0,2.7,Intel i7,AMD,0,0,141.21
Samsung,2 in 1 Convertible,15.0,16,Windows 10,1.71,1799.0,256.0,0.0,0.0,0.0,2.7,Intel i7,AMD,1,0,146.86
Toshiba,Notebook,14.0,4,Windows 10,1.75,1020.0,128.0,0.0,0.0,0.0,2.3,Intel i5,Intel,0,1,111.94
Dell,Gaming,15.6,8,Windows 10,2.62,1099.0,0.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,141.21
HP,Ultrabook,12.5,4,Windows 10,1.26,1244.0,256.0,0.0,0.0,0.0,2.3,Intel i5,Intel,0,0,125.37
Asus,2 in 1 Convertible,15.6,12,Windows 10,2.3,839.0,0.0,2000.0,0.0,0.0,2.7,Intel i7,Nvidia,1,0,141.21
Lenovo,Notebook,15.6,16,Windows 7,2.5,2370.0,512.0,0.0,0.0,0.0,2.7,Intel i7,Nvidia,0,0,282.42
Acer,Notebook,14.0,4,Windows 10,1.8,636.0,128.0,0.0,0.0,0.0,2.4,Intel i3,Intel,0,1,157.35
Razer,Gaming,14.0,16,Windows 10,1.95,2899.0,512.0,0.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,157.35
Asus,Notebook,15.6,8,Windows 10,2.0,581.9,128.0,0.0,0.0,0.0,1.1,Intel Other,Intel,0,0,141.21
Dell,Gaming,17.3,32,Windows 10,4.42,3588.8,1000.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,127.34
Asus,Gaming,17.3,16,Windows 10,4.3,2350.0,256.0,1000.0,0.0,0.0,2.6,Intel i7,Nvidia,0,1,127.34
Toshiba,Ultrabook,14.0,16,Windows 10,1.47,1764.0,512.0,0.0,0.0,0.0,2.6,Intel i7,Nvidia,0,1,157.35
Lenovo,Notebook,15.6,8,No OS,2.2,329.0,0.0,1000.0,0.0,0.0,1.6,Intel Other,Intel,0,0,100.45
Lenovo,Ultrabook,14.0,16,Windows 10,1.7,2299.0,512.0,0.0,0.0,0.0,2.7,Intel i7,Intel,0,0,157.35
MSI,Gaming,14.0,16,Windows 10,1.6,1891.0,256.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,157.35
MSI,Gaming,15.6,8,Windows 10,2.2,1089.0,128.0,1000.0,0.0,0.0,2.5,Intel i5,Nvidia,0,0,141.21
Lenovo,Gaming,15.6,4,Windows 10,2.4,999.0,0.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,141.21
Acer,Gaming,17.3,16,Windows 10,4.2,2299.0,256.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,127.34
Dell,Gaming,15.6,8,Windows 10,2.62,985.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Nvidia,0,0,141.21
Asus,Gaming,15.6,8,Windows 10,2.24,1339.0,128.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,141.21
Vero,Notebook,14.0,4,Windows 10,1.22,202.9,0.0,0.0,32.0,0.0,1.1,Intel Other,Intel,0,0,157.35
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,1970.0,512.0,0.0,0.0,0.0,2.7,Intel i7,Intel,1,1,165.63
Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.08,959.0,256.0,0.0,0.0,0.0,2.5,Intel i5,AMD,1,0,141.21
Apple,Ultrabook,12.0,8,Mac OS X,0.92,1165.0,0.0,0.0,512.0,0.0,1.2,Intel Other,Intel,0,1,226.42
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.42,2330.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,1,1,209.8
Asus,Notebook,14.0,4,Windows 10,1.63,299.0,0.0,0.0,32.0,0.0,1.1,Intel Other,Intel,0,0,111.94
Dell,Notebook,15.6,8,Windows 10,1.95,810.0,128.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,100.45
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.38,1349.0,256.0,0.0,0.0,0.0,2.7,Intel i7,Intel,1,1,158.48
